lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
1.000000000000000000e+01,1.026835210477626603e+00,2.228362488031259137e-01,1.815611871741375505e-01,5.129648916606576181e-01
1.010000000000000142e+01,1.031773868151696361e+00,2.228990321597838498e-01,1.824953143013109680e-01,5.140713562552896576e-01
1.020000000000000107e+01,1.037878964431378614e+00,2.238296408310064267e-01,1.823833762884271015e-01,5.164106721469059469e-01
1.030000000000000071e+01,1.041627578131743004e+00,2.244291478198218726e-01,1.819121076410081805e-01,5.180678635624526018e-01
1.040000000000000036e+01,1.043413282193086378e+00,2.255977309513904627e-01,1.815096912331051471e-01,5.214546171246988715e-01
1.050000000000000000e+01,1.044651721938270494e+00,2.266106040502059160e-01,1.831024190760637826e-01,5.243971271454800354e-01
1.060000000000000142e+01,1.045991916670034216e+00,2.268219027313181368e-01,1.829086152317865033e-01,5.258589463960231525e-01
1.070000000000000107e+01,1.049498615598486007e+00,2.257557788861474235e-01,1.827438661517052920e-01,5.260501496730553006e-01
1.080000000000000071e+01,1.050721044804323157e+00,2.246487712437028328e-01,1.819858157946468991e-01,5.268622303826420161e-01
1.090000000000000036e+01,1.053817791986845664e+00,2.241564081756369786e-01,1.811704683023956930e-01,5.268237000294281325e-01
1.100000000000000000e+01,1.055036911834920987e+00,2.239765774359987194e-01,1.797253518254781635e-01,5.265371922540704741e-01
1.110000000000000142e+01,1.057720793422985084e+00,2.232474214831501880e-01,1.791841563535971626e-01,5.265975909582579773e-01
1.120000000000000107e+01,1.060026884978806150e+00,2.233795482028332613e-01,1.795267413677634760e-01,5.271169092448866333e-01
1.130000000000000071e+01,1.062751931822032425e+00,2.241777656515653028e-01,1.792825044808229462e-01,5.286267010593957982e-01
1.140000000000000036e+01,1.065654689210795869e+00,2.247163876984038244e-01,1.803085531856029045e-01,5.300329483840365841e-01
1.150000000000000000e+01,1.067387076886730402e+00,2.256140859658719300e-01,1.826633771866415235e-01,5.327605856154781216e-01
1.160000000000000142e+01,1.071741477113373087e+00,2.265131342714304108e-01,1.827782335009089376e-01,5.351478649292863432e-01
1.170000000000000107e+01,1.071891731329024156e+00,2.269602052043794005e-01,1.823810078708698046e-01,5.367361787893781822e-01
1.180000000000000071e+01,1.072682772178215949e+00,2.274527471031081716e-01,1.832854155838255228e-01,5.383427242178029370e-01
1.190000000000000036e+01,1.078182579398857754e+00,2.274411952071611343e-01,1.827863333281446179e-01,5.405618308000064154e-01
1.200000000000000000e+01,1.085694919634204947e+00,2.276108084734622949e-01,1.838934861447358848e-01,5.441425725896030796e-01
1.210000000000000142e+01,1.091327434903809790e+00,2.287165836420469722e-01,1.846952932013346815e-01,5.468158226497732421e-01
1.220000000000000107e+01,1.098509081284438471e+00,2.308809855792674781e-01,1.860173026687415576e-01,5.509333733749768314e-01
1.230000000000000071e+01,1.103342658630949158e+00,2.321967862843539732e-01,1.862022954750570392e-01,5.554693600819031740e-01
