# msd.out by GPUMDkit
# Element: Li  |  dt: 1000.0000 fs  |  Frames: 1000  |  Atoms: 144
#     Time(ps)    MSD_x(Ang^2)    MSD_y(Ang^2)    MSD_z(Ang^2)
    398.000000       2.019728       2.736044       1.511983
    399.000000       2.023442       2.740093       1.515440
    400.000000       2.027007       2.745311       1.518686
    401.000000       2.030153       2.751001       1.522034
    402.000000       2.033771       2.755891       1.525872
    403.000000       2.037168       2.760623       1.529274
    404.000000       2.041551       2.765410       1.533088
    405.000000       2.045026       2.769363       1.537694
    406.000000       2.050082       2.774373       1.541537
    407.000000       2.054187       2.778447       1.545025
    408.000000       2.058721       2.783243       1.547931
    409.000000       2.062723       2.788973       1.551400
    410.000000       2.065881       2.793300       1.555551
    411.000000       2.069450       2.798389       1.559227
    412.000000       2.073837       2.802442       1.563486
    413.000000       2.077182       2.806342       1.567461
    414.000000       2.081440       2.811282       1.570207
    415.000000       2.084715       2.814469       1.573846
    416.000000       2.088144       2.817690       1.578455
    417.000000       2.091150       2.821276       1.581775
    418.000000       2.095443       2.825469       1.584730
    419.000000       2.099273       2.829608       1.589093
    420.000000       2.102743       2.833804       1.592587
    421.000000       2.106672       2.838127       1.596748
    422.000000       2.109960       2.842543       1.600262
    423.000000       2.113596       2.846101       1.603662
    424.000000       2.116869       2.849811       1.607856
    425.000000       2.120537       2.854094       1.611889
    426.000000       2.123530       2.857236       1.615043
    427.000000       2.127927       2.861395       1.618859
    428.000000       2.131064       2.865780       1.622840
    429.000000       2.134606       2.871030       1.626373
    430.000000       2.138604       2.874983       1.630535
    431.000000       2.142247       2.878992       1.633698
    432.000000       2.145921       2.882714       1.638388
    433.000000       2.148954       2.887431       1.641680
    434.000000       2.152531       2.891521       1.645945
    435.000000       2.155891       2.895657       1.649701
    436.000000       2.159982       2.899797       1.654401
    437.000000       2.163197       2.902499       1.658684
    438.000000       2.165857       2.905979       1.661727
    439.000000       2.169848       2.909559       1.666675
    440.000000       2.174259       2.912046       1.670129
    441.000000       2.178811       2.915629       1.673505
    442.000000       2.182549       2.918008       1.678572
    443.000000       2.185987       2.921992       1.682448
    444.000000       2.189565       2.926070       1.685260
    445.000000       2.194326       2.929331       1.689648
    446.000000       2.198342       2.933053       1.693215
    447.000000       2.202531       2.937212       1.698075
    448.000000       2.205611       2.940409       1.702250
    449.000000       2.210258       2.944401       1.705403
    450.000000       2.214498       2.947227       1.710002
    451.000000       2.217992       2.951611       1.713684
    452.000000       2.222262       2.955425       1.718750
    453.000000       2.226386       2.958984       1.722153
    454.000000       2.230401       2.962749       1.726051
    455.000000       2.233474       2.966461       1.729046
    456.000000       2.236630       2.970250       1.733492
    457.000000       2.239990       2.974204       1.736903
    458.000000       2.243664       2.978575       1.740939
    459.000000       2.247000       2.982342       1.744815
    460.000000       2.250771       2.986367       1.748259
    461.000000       2.253852       2.990732       1.752384
    462.000000       2.258122       2.993818       1.756976
    463.000000       2.262357       2.998378       1.760012
    464.000000       2.266658       3.001483       1.764060
    465.000000       2.270876       3.005800       1.768655
    466.000000       2.274452       3.008927       1.770771
    467.000000       2.277839       3.013269       1.775546
    468.000000       2.281727       3.016292       1.779596
    469.000000       2.285945       3.019840       1.783704
    470.000000       2.289974       3.023523       1.786873
    471.000000       2.293781       3.027895       1.790766
    472.000000       2.295632       3.031974       1.794510
    473.000000       2.299772       3.035225       1.798236
    474.000000       2.303158       3.038417       1.802619
    475.000000       2.306936       3.042197       1.806781
    476.000000       2.311609       3.045463       1.811066
    477.000000       2.315325       3.048699       1.814462
    478.000000       2.320143       3.052880       1.818348
    479.000000       2.324386       3.055152       1.822536
    480.000000       2.328151       3.057469       1.826157
    481.000000       2.332972       3.059827       1.829169
    482.000000       2.336982       3.062969       1.833166
    483.000000       2.340925       3.065651       1.836731
    484.000000       2.344518       3.068660       1.840177
    485.000000       2.348687       3.071165       1.843739
    486.000000       2.353959       3.073669       1.848156
    487.000000       2.357965       3.075564       1.850755
    488.000000       2.360664       3.077800       1.854391
    489.000000       2.364597       3.081444       1.858480
    490.000000       2.369519       3.084121       1.861347
    491.000000       2.372560       3.086294       1.865266
    492.000000       2.377048       3.089746       1.868401
    493.000000       2.380497       3.092189       1.872549
    494.000000       2.383696       3.094277       1.876301
    495.000000       2.387519       3.096795       1.880355
    496.000000       2.391219       3.099317       1.882709
    497.000000       2.394888       3.102476       1.887025
    498.000000       2.399043       3.105421       1.891135
    499.000000       2.401919       3.108411       1.894016
    500.000000       2.405995       3.110824       1.899017
