time_ps,T_K,PE_eV_atom,P_GPa
1.180000000000000071e+01,4.067171095200000082e+02,-5.457600476838234904e+00,3.252817241566666184e-01
1.185000000000000142e+01,4.085744385400000169e+02,-5.459691687132353088e+00,2.520980459866666856e-01
1.190000000000000036e+01,4.110112996500000122e+02,-5.460726447426471175e+00,-5.365057189839999435e-02
1.195000000000000107e+01,4.172140497099999834e+02,-5.462554756250000310e+00,-1.379301803289999795e-01
1.200000000000000000e+01,3.960191861900000276e+02,-5.459683289338235213e+00,-3.389104376866666768e-01
1.205000000000000071e+01,3.993894968800000242e+02,-5.460004617279412109e+00,8.855387939733333491e-02
1.210000000000000142e+01,4.055471321100000068e+02,-5.460913464338235102e+00,-1.814154370000000197e-02
1.215000000000000036e+01,3.941322684799999934e+02,-5.459990082352940810e+00,1.518774682333329240e-03
1.220000000000000107e+01,3.833270250900000065e+02,-5.460312108455882552e+00,1.881259180533333131e-01
1.225000000000000000e+01,3.752548773699999742e+02,-5.461644706617646783e+00,1.594970417366666296e-02
1.230000000000000071e+01,3.926419840199999953e+02,-5.465537176470587788e+00,1.198395356246666626e-01
1.235000000000000142e+01,3.824734764699999801e+02,-5.465257576838235209e+00,-1.950850713233333311e-01
1.240000000000000036e+01,3.824566814600000271e+02,-5.464319896323529768e+00,1.599865589666666643e-01
1.245000000000000107e+01,3.909533238099999721e+02,-5.462387462499999735e+00,-1.625849647896666639e-01
1.250000000000000000e+01,4.254771565600000258e+02,-5.463436164338235201e+00,3.209810775066666566e-01
1.255000000000000071e+01,4.178990983900000060e+02,-5.461401093382352911e+00,-2.970640245333333596e-02
1.260000000000000142e+01,4.060419095999999968e+02,-5.459874526470588130e+00,-9.645152030333332960e-02
1.265000000000000036e+01,3.975143751100000031e+02,-5.458983207720588204e+00,8.527270338366665925e-02
1.270000000000000107e+01,3.995666190100000108e+02,-5.459773859558823439e+00,1.275276308316666829e-02
1.275000000000000000e+01,3.596398434299999849e+02,-5.455389670588235873e+00,-1.553210805816666873e-01
1.280000000000000071e+01,3.991412984300000062e+02,-5.460292394485294132e+00,-3.455278352199999681e-01
1.285000000000000142e+01,3.969379555900000014e+02,-5.460267169485294225e+00,-1.799850197236666505e-01
1.290000000000000036e+01,4.150888684600000147e+02,-5.463536834558823330e+00,-2.881548807166667281e-02
1.295000000000000107e+01,3.899435916300000144e+02,-5.461840514338235586e+00,3.071019165666666328e-02
1.300000000000000000e+01,4.033063245000000165e+02,-5.465391059191176737e+00,1.198626245159999937e-01
1.305000000000000071e+01,3.601738435999999979e+02,-5.461483534926470540e+00,1.450801563443333275e-01
1.310000000000000142e+01,4.000979706400000282e+02,-5.466866113235293589e+00,2.020304858166666884e-01
1.315000000000000036e+01,3.945081552500000157e+02,-5.465437158455881850e+00,-2.530332260566666158e-01
1.320000000000000107e+01,3.899628264199999990e+02,-5.463124229411764787e+00,-4.172881542333333610e-02
1.325000000000000000e+01,4.011644397300000264e+02,-5.461934315441176579e+00,-3.318290099200000287e-01
1.330000000000000071e+01,4.093148323099999857e+02,-5.460449561764705528e+00,-1.527784284833333395e-01
1.335000000000000142e+01,3.959055673400000046e+02,-5.457372631617647407e+00,2.425040184066666882e-01
1.340000000000000036e+01,4.196036573499999918e+02,-5.459621189338235148e+00,3.293485746033333328e-01
1.345000000000000107e+01,4.329967373999999722e+02,-5.462050824264705895e+00,-3.747549480133333111e-02
1.350000000000000000e+01,4.091408716700000241e+02,-5.460877328308823664e+00,-6.700779938666666380e-02
1.355000000000000071e+01,4.111497391400000083e+02,-5.462815345220588092e+00,-5.962184786999998737e-02
1.360000000000000142e+01,3.984175568599999906e+02,-5.462872816911764851e+00,7.936733863666665945e-02
1.365000000000000036e+01,3.499270422000000167e+02,-5.457308958455882042e+00,1.440229113886666579e-01
1.370000000000000107e+01,4.018060355499999901e+02,-5.462624341176470999e+00,-2.296186160966666445e-02
1.375000000000000000e+01,3.907069234300000176e+02,-5.459551054044117890e+00,3.677106840899999618e-01
1.380000000000000071e+01,4.114844515600000250e+02,-5.460404217647059077e+00,2.238817034923333560e-01
1.385000000000000142e+01,4.230198747700000013e+02,-5.461038715441176805e+00,4.798837089366667086e-02
1.390000000000000036e+01,4.100623055500000191e+02,-5.459423426838235116e+00,1.378996255826666628e-01
