lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
1.980000000001000160e+01,3.004482968242972518e+01,3.051658402462587460e+00,2.040604635904013975e+00,8.036531055236755705e+00
1.990000000000999947e+01,3.017567808243445882e+01,3.056923916952125175e+00,2.045852776068993961e+00,8.056791112251076470e+00
2.000000000001000089e+01,3.030549933725652778e+01,3.063094579797209338e+00,2.052437932092446626e+00,8.077716396283406652e+00
2.010000000001000231e+01,3.043261446994591424e+01,3.069555915281184877e+00,2.057352091191571919e+00,8.099178427980248784e+00
2.020000000001000018e+01,3.056033820294676318e+01,3.076485373309437943e+00,2.062314940680044284e+00,8.120331977645738775e+00
2.030000000001000160e+01,3.069128691006541132e+01,3.083499093137381575e+00,2.067544033817447779e+00,8.141886743164304718e+00
2.040000000000999947e+01,3.081704706143648309e+01,3.090211175999793447e+00,2.073197199309631866e+00,8.164506246927599520e+00
2.050000000001000089e+01,3.094691996674968593e+01,3.097681975378350216e+00,2.079246268432685785e+00,8.186929681894646649e+00
2.060000000001000231e+01,3.108219323973874992e+01,3.106138286119898950e+00,2.084637127230621445e+00,8.209986687652698123e+00
2.070000000001000018e+01,3.121339273642009715e+01,3.115311812016190895e+00,2.089256125202338055e+00,8.234513722259896085e+00
2.080000000001000160e+01,3.134178145980157737e+01,3.126741619725864840e+00,2.096398110270755843e+00,8.258907892499163239e+00
2.090000000000999947e+01,3.146926108208602102e+01,3.139098810420597019e+00,2.103952450703628241e+00,8.284297533960826243e+00
2.100000000001000089e+01,3.160224826207494431e+01,3.150779476443765770e+00,2.109530039741880802e+00,8.309595955055156580e+00
2.110000000001000231e+01,3.173461504354711238e+01,3.162340620283837556e+00,2.118069106018477754e+00,8.335715004426296204e+00
2.120000000001000018e+01,3.186326619689710782e+01,3.173293015778330783e+00,2.123183108239143024e+00,8.360672427701858922e+00
2.130000000001000160e+01,3.199093903350559742e+01,3.183114259646813160e+00,2.128779171359297173e+00,8.383312898698088489e+00
2.140000000000999947e+01,3.212267780775967196e+01,3.191909674569314070e+00,2.134189845264480745e+00,8.404713114956729569e+00
2.150000000001000089e+01,3.225546742905339670e+01,3.200054492132672568e+00,2.137974498840006454e+00,8.426078099716914238e+00
2.160000000001000231e+01,3.238778581650821309e+01,3.208645736236652279e+00,2.143319730012092972e+00,8.448600082745098661e+00
2.170000000001000018e+01,3.251553926492606195e+01,3.217527071579189712e+00,2.147677609119661657e+00,8.470286001120951980e+00
2.180000000001000160e+01,3.264590143616703699e+01,3.226481583108512297e+00,2.153016376922000763e+00,8.492374631093914772e+00
2.190000000000999947e+01,3.277816144273801768e+01,3.235267869045513667e+00,2.157021128053972170e+00,8.514492617804361174e+00
2.200000000001000089e+01,3.290802069662345275e+01,3.243331546169772928e+00,2.162321668263364138e+00,8.536623755452753315e+00
2.210000000001000231e+01,3.304027528477939057e+01,3.251202890562024272e+00,2.167043996240852088e+00,8.557915173275263854e+00
2.220000000001000018e+01,3.317225364857480940e+01,3.258810665639926718e+00,2.172860660238325803e+00,8.580045059200859470e+00
2.230000000001000160e+01,3.330051311550627702e+01,3.266813329607461736e+00,2.179657173437532958e+00,8.602865848336598731e+00
2.240000000000999947e+01,3.342868230060344104e+01,3.274670388343014160e+00,2.184147672379145977e+00,8.625329088026740365e+00
2.250000000001000089e+01,3.355436948887685844e+01,3.282344957978414079e+00,2.188914354341237711e+00,8.646424110999339163e+00
2.260000000001000231e+01,3.368227698687321237e+01,3.290241415610460685e+00,2.194026042286529421e+00,8.667368837889275923e+00
2.270000000001000018e+01,3.380892944450549464e+01,3.298235274760691116e+00,2.201584876354643061e+00,8.686883706175221320e+00
2.280000000001000160e+01,3.393336556077149879e+01,3.305266713934047917e+00,2.207005447494599704e+00,8.704848814996879014e+00
