lag_ps,Li_MSD_A2,Li_COM_removed_window_MSD_A2,single_origin_system_COM_removed_A2
2.640000000000000213e+01,3.995329211605270103e+01,3.862439860758498611e+01,3.963242041297647233e+01
2.650000000000000000e+01,4.008451399395017489e+01,3.875131440791858495e+01,3.919954881316683526e+01
2.660000000000000142e+01,4.021626463790976658e+01,3.887964696654155716e+01,4.015891030017264995e+01
2.669999999999999929e+01,4.034503614489207024e+01,3.900534728603869183e+01,3.905864954265701527e+01
2.680000000000000071e+01,4.047744941968463905e+01,3.913457672851652802e+01,4.056411713994585710e+01
2.690000000000000213e+01,4.060926104342556187e+01,3.926280671015868506e+01,4.180170181115328631e+01
2.700000000000000000e+01,4.074077179221138323e+01,3.939101155330965298e+01,4.259885042853060355e+01
2.710000000000000142e+01,4.086801619063844981e+01,3.951530955622060759e+01,4.242314309955978757e+01
2.719999999999999929e+01,4.099864267022676501e+01,3.964339726785193818e+01,4.135110153977172587e+01
2.730000000000000071e+01,4.112972070079641895e+01,3.977113327737624360e+01,4.262866640009811192e+01
2.740000000000000213e+01,4.126249635647118907e+01,3.990022895364550948e+01,4.188304737646016207e+01
2.750000000000000000e+01,4.139921977600491232e+01,4.003343480359886541e+01,4.460158263115221189e+01
2.760000000000000142e+01,4.153154501196323167e+01,4.016265338288962994e+01,4.419507976947741668e+01
2.769999999999999929e+01,4.166486206055537878e+01,4.029296066558298151e+01,4.447105477201424861e+01
2.780000000000000071e+01,4.180031073096636618e+01,4.042586799587955682e+01,4.475401314758711635e+01
2.790000000000000213e+01,4.193603525033346102e+01,4.055883735705553761e+01,4.465582474928267942e+01
2.800000000000000000e+01,4.206699998719388844e+01,4.068667318591124626e+01,4.497201958421003809e+01
2.810000000000000142e+01,4.219354389805237560e+01,4.080960176785624327e+01,4.644737273251672605e+01
2.819999999999999929e+01,4.232051994468570655e+01,4.093319085664349188e+01,4.690871634995352935e+01
2.830000000000000071e+01,4.244600302679763359e+01,4.105585795679852623e+01,4.784924448962027554e+01
