time_ps,T_K,PE_eV_atom,P_GPa
9.950000000000001066e+00,3.717084620499999801e+02,-4.891924054374999997e+00,-2.329839808873333806e-01
1.000000000000000000e+01,3.502437967600000093e+02,-4.888113673020833438e+00,-4.832737100400000263e-01
1.005000000000000071e+01,4.122768716499999755e+02,-4.892527954114583189e+00,1.379487414963333491e-01
1.010000000000000142e+01,4.002196683999999891e+02,-4.887955981510416770e+00,-5.229303936333332681e-01
1.015000000000000036e+01,3.935438856499999929e+02,-4.886344383229166866e+00,-4.252216037500000656e-01
1.020000000000000107e+01,4.023701594899999918e+02,-4.887760777604166940e+00,1.446558297420000028e-01
1.025000000000000000e+01,4.010132523500000161e+02,-4.889491398802083388e+00,-6.509831604633333768e-01
1.030000000000000071e+01,3.596904470399999809e+02,-4.887421341875000103e+00,-5.672790248266666030e-02
1.035000000000000142e+01,3.623136194499999760e+02,-4.890341363750000170e+00,-2.793625786206666572e-01
1.040000000000000036e+01,3.507153320300000132e+02,-4.889709234322916487e+00,-5.085213650666666613e-02
1.045000000000000107e+01,3.670684378899999842e+02,-4.891336866406249761e+00,-1.957495904673333398e-01
1.050000000000000000e+01,3.981958951999999954e+02,-4.894197060416666467e+00,-2.780552408326666947e-01
1.055000000000000071e+01,3.920481915600000207e+02,-4.891502232083333901e+00,-1.387251781019999963e-01
1.060000000000000142e+01,4.043216270600000257e+02,-4.889445494687500116e+00,-2.983719503166666343e-01
1.065000000000000036e+01,4.255824993100000029e+02,-4.888593791718750303e+00,-3.796501326999999759e-01
1.070000000000000107e+01,4.103212863699999957e+02,-4.885695025104166866e+00,-3.667126820233332918e-01
1.075000000000000000e+01,4.034588941499999919e+02,-4.886157566562499888e+00,4.990006384466666445e-02
1.080000000000000071e+01,3.888858430600000133e+02,-4.886937677656249868e+00,-5.049241627566667390e-01
1.085000000000000142e+01,3.745035345200000165e+02,-4.886669662656250246e+00,3.672943131166667152e-02
1.090000000000000036e+01,4.027015460900000221e+02,-4.890853619947916897e+00,-2.772530680866666652e-01
1.095000000000000107e+01,3.687320058500000073e+02,-4.887641531197917111e+00,-2.483561231753333709e-01
1.100000000000000000e+01,3.799463835500000073e+02,-4.890341877708332952e+00,-1.319474627190000138e-01
1.105000000000000071e+01,3.999611263099999974e+02,-4.894974849010416129e+00,-1.974956752866666720e-01
1.110000000000000142e+01,3.563619594099999972e+02,-4.891767319687500226e+00,-3.777793812633333803e-01
1.115000000000000036e+01,3.545182656000000065e+02,-4.892434912864582763e+00,-4.104733111466667139e-02
1.120000000000000107e+01,3.803756151300000283e+02,-4.894726667291666722e+00,-1.643264225530000067e-01
1.125000000000000000e+01,3.832744601399999738e+02,-4.891664528489583219e+00,-2.658884084233332779e-01
1.130000000000000071e+01,4.250726625500000182e+02,-4.892420040052082975e+00,-4.493557537933333124e-01
1.135000000000000142e+01,4.068442073499999765e+02,-4.888227119635416784e+00,-3.651349296819999535e-01
1.140000000000000036e+01,4.189357610199999726e+02,-4.889491197083333240e+00,-1.260308932056666553e-01
1.145000000000000107e+01,3.931569613699999763e+02,-4.887783308072916277e+00,-1.499884226619999927e-01
1.150000000000000000e+01,3.639817254999999818e+02,-4.885873454374999980e+00,1.149865700753333470e-01
1.155000000000000071e+01,4.008873451200000204e+02,-4.891827417604166506e+00,-3.444231396566666548e-01
1.160000000000000142e+01,3.896134943800000201e+02,-4.891851975781249529e+00,-3.363919646799999885e-01
1.165000000000000036e+01,3.713239348700000164e+02,-4.890406527552083382e+00,-4.405048185166666741e-01
1.170000000000000107e+01,3.963646808400000054e+02,-4.893709803072916920e+00,-3.834050889916666982e-01
1.175000000000000000e+01,3.459321799699999929e+02,-4.887564401302083361e+00,-2.187163869686666595e-01
1.180000000000000071e+01,3.504918298800000116e+02,-4.887584266666666899e+00,-2.230239534186666539e-01
1.185000000000000142e+01,3.742858775700000251e+02,-4.889453044427082951e+00,-6.402918713366666514e-01
1.190000000000000036e+01,3.776143655500000023e+02,-4.888829491770833258e+00,-2.729455209366666857e-01
1.195000000000000107e+01,3.929999458799999843e+02,-4.889823821718749741e+00,-3.637178271999999546e-01
1.200000000000000000e+01,3.961795420400000012e+02,-4.890244709270833212e+00,-4.993727679133333486e-01
1.205000000000000071e+01,3.736419715499999938e+02,-4.888309626510416450e+00,-1.887977391643333169e-01
